Villes,O_Janvier,R_Janvier,O_Fevrier,R_Fevrier,O_Mars,R_Mars,O_Avril,R_Avril,O_Mai,R_Mai,O_Juin,R_Juin,O_Juillet,R_Juillet,O_Aout,R_Aout,O_Septembre,R_Septembre,O_Octobre,R_Octobre,O_Novembre,R_Novembre,O_Decembre,R_Decembre
Nanterre,35.4,35.4,53.1,70.8,53.1,35.4,53.1,88.5,177.1,106.2,247.9,318.7,230.2,141.7,283.3,247.9,88.5,53.1,124.0,88.5,106.2,141.7,318.7,336.4
Nantes,9.4,0.0,0.0,9.4,9.4,18.7,18.7,18.7,149.6,84.2,233.8,289.9,159.0,205.7,318.0,336.7,346.0,383.4,420.8,458.3,439.6,514.4,523.7,439.6
Nice,0.0,93.7,0.0,0.0,0.0,0.0,0.0,93.7,187.4,93.7,187.4,281.1,0.0,93.7,281.1,187.4,93.7,0.0,281.1,187.4,187.4,281.1,374.8,281.1
Perigueux,46.7,46.7,46.7,23.4,46.7,70.1,70.1,46.7,140.1,140.1,140.1,140.1,163.5,93.4,280.3,350.3,256.9,280.3,350.3,420.4,140.1,140.1,256.9,256.9
Paris_Nord,18.1,18.1,18.1,18.1,36.2,18.1,54.3,36.2,289.7,253.5,235.4,362.1,199.2,162.9,506.9,289.7,162.9,108.6,253.5,325.9,54.3,72.4,235.4,144.8
Paris_Sud,81.6,106.0,122.4,81.6,122.4,155.0,138.7,130.5,358.9,399.7,252.9,252.9,277.4,358.9,513.9,481.3,106.0,212.1,73.4,73.4,73.4,122.4,236.6,301.8
Pau,235.9,188.7,235.9,188.7,235.9,235.9,471.8,330.2,47.2,0.0,0.0,47.2,0.0,0.0,94.4,94.4,235.9,235.9,141.5,94.4,94.4,141.5,283.1,188.7
Quimper,0.0,56.1,0.0,56.1,0.0,0.0,0.0,56.1,0.0,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,0.0,0.0
Rodez,80.4,80.4,80.4,64.3,80.4,80.4,80.4,80.4,96.4,80.4,112.5,128.6,32.1,48.2,112.5,112.5,144.6,128.6,64.3,48.2,64.3,96.4,160.7,96.4
Rouen,0.0,0.0,0.0,0.0,0.0,6.6,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,191.0,158.1,92.2,164.7,171.3,177.8,204.2,217.4
St_Brieuc,134.8,80.9,202.1,188.7,202.1,390.8,269.5,215.6,53.9,53.9,27.0,13.5,27.0,13.5,148.2,269.5,134.8,94.3,188.7,309.9,67.4,80.9,336.9,296.5
St_Etienne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,329.1,302.8,263.3,197.4,250.1,236.9,329.1,302.8,223.8,118.5,236.9,250.1,92.1,131.6,158.0,197.4
Strasbourg,373.6,280.2,373.6,467.0,373.6,373.6,373.6,280.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.3,435.8,342.4,467.0,871.6,529.2,933.9,591.5
Tarbes,286.6,376.1,268.6,286.6,268.6,268.6,358.2,304.5,89.5,71.6,197.0,232.8,89.5,71.6,161.2,161.2,107.5,107.5,89.5,125.4,17.9,17.9,143.3,143.3
Toulon,0.0,39.2,0.0,39.2,0.0,39.2,0.0,0.0,78.4,117.5,78.4,39.2,78.4,117.5,235.1,117.5,0.0,39.2,0.0,0.0,0.0,0.0,0.0,39.2
Tours,43.3,0.0,43.3,0.0,43.3,0.0,86.7,130.0,0.0,43.3,43.3,43.3,0.0,0.0,130.0,173.3,130.0,86.7,86.7,43.3,43.3,43.3,173.3,260.0
Troyes,118.2,118.2,147.8,59.1,147.8,88.7,147.8,118.2,29.6,29.6,29.6,59.1,59.1,59.1,88.7,177.3,118.2,88.7,384.2,472.8,177.3,236.4,295.5,325.1
Valence,171.7,229.0,229.0,286.2,229.0,125.9,257.6,143.1,749.9,555.3,669.8,601.1,120.2,85.9,572.4,641.1,383.5,526.6,366.4,417.9,372.1,681.2,561.0,561.0
Valenciennes,0.0,118.8,0.0,0.0,0.0,0.0,0.0,118.8,0.0,118.8,0.0,118.8,0.0,118.8,0.0,0.0,0.0,0.0,0.0,118.8,0.0,118.8,0.0,118.8
Versailles,86.5,49.4,86.5,98.8,86.5,61.8,98.8,135.9,654.6,568.2,617.6,395.2,901.7,605.2,1210.4,778.1,1025.2,765.8,1173.4,963.4,654.6,741.1,1062.2,926.4
