Villes,O_Janvier,R_Janvier,O_Fevrier,R_Fevrier,O_Mars,R_Mars,O_Avril,R_Avril,O_Mai,R_Mai,O_Juin,R_Juin,O_Juillet,R_Juillet,O_Aout,R_Aout,O_Septembre,R_Septembre,O_Octobre,R_Octobre,O_Novembre,R_Novembre,O_Decembre,R_Decembre
Paris_Sud,295.8,255.9,285.8,202.7,119.6,86.4,226.0,282.5,305.7,392.2,249.3,142.9,79.8,69.8,212.7,126.3,232.6,129.6,312.4,651.4,103.0,106.3,452.0,245.9
Pau,174.4,151.0,231.7,213.5,85.9,54.7,221.3,364.5,117.2,62.5,104.1,164.0,112.0,153.6,153.6,106.7,158.8,200.5,98.9,57.3,62.5,49.5,234.3,156.2
Quimper,11.0,6.6,15.5,8.8,8.8,13.2,22.1,24.3,17.7,8.8,22.1,22.1,4.4,4.4,22.1,11.0,13.2,11.0,46.4,39.7,19.9,13.2,39.7,28.7
Rodez,110.8,68.4,156.4,84.7,58.6,65.2,175.9,130.3,172.6,117.3,130.3,149.8,45.6,88.0,205.2,107.5,185.7,123.8,97.7,94.5,58.6,61.9,175.9,211.7
Rouen,54.9,69.1,117.9,95.5,22.4,26.4,113.8,56.9,71.1,69.1,50.8,61.0,28.5,52.8,71.1,73.2,65.0,75.2,50.8,75.2,89.4,91.5,91.5,166.7
St_Brieuc,90.2,122.2,221.1,238.5,151.3,81.4,183.3,206.5,101.8,69.8,104.7,87.3,177.4,180.3,273.4,436.3,183.3,200.7,189.1,162.9,113.4,119.3,186.2,186.2
St_Etienne,28.5,15.9,12.6,11.0,7.7,11.4,35.8,38.6,13.0,13.4,22.4,24.4,8.9,5.7,17.1,9.8,16.3,11.4,15.0,17.9,9.4,18.3,27.7,23.2
Strasbourg,342.6,342.6,255.0,283.4,141.7,118.5,278.2,175.2,175.2,103.0,193.2,121.1,105.6,128.8,283.4,350.3,206.1,170.0,177.7,363.2,167.4,157.1,311.7,355.5
Tarbes,189.3,112.2,147.2,175.3,84.1,108.7,284.0,550.4,87.6,52.6,248.9,161.3,77.1,87.6,238.4,298.0,241.9,252.4,210.4,147.2,143.7,73.6,189.3,105.2
Toulon,100.1,115.5,42.4,53.9,57.8,46.2,146.4,80.9,42.4,34.7,50.1,34.7,46.2,34.7,69.3,65.5,69.3,73.2,61.6,53.9,53.9,30.8,80.9,80.9
Tours,153.1,159.1,63.0,66.0,72.1,84.1,138.1,153.1,126.1,138.1,54.0,36.0,51.0,45.0,144.1,78.1,129.1,162.1,69.0,66.0,63.0,57.0,156.1,87.1
Troyes,98.5,172.3,236.9,461.5,101.5,61.5,200.0,150.8,212.3,249.2,113.8,95.4,43.1,43.1,209.2,215.4,187.7,138.5,160.0,184.6,43.1,30.8,153.8,150.8
Valence,212.3,243.8,94.6,54.6,82.0,65.2,348.9,393.0,203.9,140.8,271.1,262.7,75.7,73.6,277.4,334.2,157.6,197.6,96.7,65.2,151.3,287.9,323.7,393.0
Valenciennes,44.1,52.9,44.1,29.4,41.2,20.6,102.9,73.5,26.5,26.5,73.5,67.6,32.4,29.4,85.3,79.4,38.2,26.5,61.8,64.7,38.2,23.5,182.3,94.1
Versailles,164.4,232.6,170.6,136.5,226.4,189.2,335.0,282.3,189.2,133.4,105.5,71.3,260.5,170.6,269.8,269.8,328.8,232.6,167.5,99.3,124.1,207.8,400.1,384.6
