Villes,O_Janvier,R_Janvier,O_Fevrier,R_Fevrier,O_Mars,R_Mars,O_Avril,R_Avril,O_Mai,R_Mai,O_Juin,R_Juin,O_Juillet,R_Juillet,O_Aout,R_Aout,O_Septembre,R_Septembre,O_Octobre,R_Octobre,O_Novembre,R_Novembre,O_Decembre,R_Decembre
Nanterre,34.9,,167.3,,18.4,,133.1,,33.0,,280.9,,339.0,,70.8,,115.1,,120.9,,96.0,,132.2,
Nantes,328.8,,171.6,,293.4,,248.7,,184.1,,122.3,,162.8,,74.0,,62.8,,173.8,,185.4,,33.6,
Nice,183.5,,306.7,,331.7,,109.6,,23.3,,12.2,,276.9,,478.8,,18.6,,132.2,,96.1,,18.9,
Perigueux,122.7,,25.7,,72.5,,43.4,,174.8,,55.4,,2.9,,107.4,,301.1,,332.8,,199.9,,0.2,
Paris_Nord,139.5,,132.3,,242.7,,304.0,,207.1,,64.8,,19.3,,67.1,,231.9,,251.4,,98.8,,122.8,
Paris_Sud,74.6,,36.6,,7.7,,3.4,,7.7,,12.5,,110.0,,313.5,,134.5,,315.1,,204.3,,81.2,
Pau,166.6,,479.3,,177.7,,230.8,,35.1,,100.8,,41.8,,243.1,,45.1,,435.5,,136.4,,118.1,
Quimper,197.2,,27.8,,28.4,,265.6,,11.0,,300.1,,185.0,,15.4,,312.3,,345.5,,12.8,,14.5,
Rodez,81.7,,72.0,,6.5,,249.1,,229.3,,53.2,,7.5,,23.4,,16.0,,64.5,,457.3,,7.7,
Rouen,383.3,,88.8,,143.3,,193.9,,143.8,,413.7,,22.2,,11.4,,332.9,,222.1,,23.4,,20.4,
St_Brieuc,279.7,,178.4,,13.8,,68.2,,292.0,,79.7,,28.5,,85.8,,82.5,,8.8,,65.0,,50.6,
St_Etienne,69.4,,81.7,,187.8,,32.4,,126.5,,4.9,,30.7,,80.3,,34.7,,58.3,,100.7,,121.5,
Strasbourg,0.9,,106.3,,147.8,,172.2,,20.4,,132.5,,153.2,,107.5,,163.3,,10.0,,131.3,,6.2,
Tarbes,382.0,,41.5,,203.4,,24.1,,13.1,,299.3,,5.7,,147.6,,203.1,,88.9,,21.7,,194.2,
Toulon,54.6,,22.1,,61.4,,8.9,,74.4,,322.0,,380.5,,67.6,,215.2,,330.9,,42.4,,233.9,
Tours,4.3,,220.9,,7.7,,0.7,,439.3,,83.6,,387.9,,27.0,,327.4,,309.1,,3.2,,130.9,
Troyes,127.7,,350.2,,108.6,,21.7,,237.6,,226.7,,7.9,,24.2,,96.7,,215.1,,8.0,,283.6,
Valence,225.5,,102.8,,181.3,,9.7,,59.6,,136.0,,27.2,,148.8,,64.2,,335.4,,35.0,,48.4,
Valenciennes,147.9,,0.7,,89.6,,202.5,,7.2,,40.3,,356.1,,13.3,,252.8,,272.9,,268.9,,141.4,
Versailles,181.4,,73.6,,95.0,,234.5,,8.0,,259.2,,16.8,,123.8,,143.4,,122.5,,47.7,,128.6,
